id;what;who;Gender;Category;Activity;Context;Birthday, place;sterbedatum_und_sterbeort;Zipcode;Street;Housenr;Location;District;made;art
614;"Erstes öffentliches Elektrizitätskraftwerk; 15.08.1885";;no person;Building;Infrastructure;;;;10117;Markgrafenstraße;35;Links vom Eingang;Mitte;01.09.1997;Eisengusstafel
154;Evangelisches Johannesstift;"Johann Hinrich Wichern; Theologe, Gründer der Inneren Mission, Gefängnisreformer";m;History;Theologist;elderly care;21.04.1808, Hamburg;07.04.1881, Hamburg;10785;Magdeburger Platz;;Links neben dem Eingang;Tiergarten;01.11.1989;KPM - Berliner Gedenktafel
697;Fabrikationshallen der Ludwig Loewe & Co.;"Ludwig Loewe; Unternehmer, Fabrikant, linksliberaler Politiker, MdR";m;Business;Entrepreneur;;27.11.1837, Heiligenstadt;11.09.1886, Berlin;10553;Huttenstraße;17 bis 20;Vor der Halle Ecke Wiebestraße (Haltestelle M27);Moabit;Sep 55;2 Metalltafeln mit schwarzer Inschrift und Grafik
55;Familienschule der Hilfsstelle für evangelische Rasseverfolgte (Büro Pfarrer Gruber);;no person;History;School;NS persecuted;;;10178;Oranienburger Straße;20;Zwischen dem 1. und 2. Fenster links der Einfahrt;Mitte;14.10.2000;Bronzetafel
599;"Feldherrendenkmale; in der Str Unter den Linden";;no person;History;Military and Police;War;;;10117;Unter den Linden;;Rasenfläche rechts vom Opernpalais;Mitte;2002;Metall-Infotafel
218;"Fluchttunnel 29; 14.09.1962 und 15.09.1962";;no person;History;Civilian;GDR flight aid;;;10115;Schönholzer Straße;7;Links vom Eingang;Mitte;14.09.2009;Bronze-Infotafel
192;Fluchttunnel 57;"Wolfgang Fuchs; Optiker und Drogist, Fluchthelfer";m;History;Civilian;GDR flight aid;08.01.1939, Jena;07.06.2001, Berlin;13355;Bernauer Straße;97;Rechte Wand vor Hauseingang;Gesundbrunnen;Okt 11;Bronzetafel
601;"Fluchttunnel; Schießerei nach geglückter Flucht";"Egon Schultz; DDR-Grenzsoldat";m;History;Civilian;GDR flight;04.01.1943, Groß-Jestin;05.10.1964, Berlin;10115;Strelitzer Straße;55;Rechts vom Eingang;Mitte;2004;Bronzetafel
330;Förderer des Museums für Naturkunde;;no person;Building;Museum;;;;10115;Invalidenstraße;43;Im Dinosaal hinten links und rechts an der Wand;Mitte;;Steintafel
682;Förderin des SOS-Kinderdorfes;"Ingeborg Bergemann; Mäzenin";f;History;Civil Society Organisation;Foster Care;;;10551;Waldstraße;23 bis 24;Im Eingangsbereich;Moabit;;Acrylglastafel
341;Franziskaner Klosterkirche;"Friedrich Ludwig Jahn; Pädagoge und Initiator der deutschen Turnbewegung, Turnvater Jahn";m;History;Civil Society Organisation;Sport;11.08.1778, Lanz;"15.10.1852; Freyburg (Unstrut)";10179;Klosterstraße;73;Links vom Eingang;Mitte;;Bronzetafel
308;Französische Friedrichstadtkirche;;no person;Building;Church;;;;10117;Gendarmenmarkt;7;Am Französischen Dom zur Markgrafenstraße;Mitte;17.04.1983;Eisengusstafel
489;Französischen Botschaft;;no person;Building;Embassy;French;;;10117;Pariser Platz;5;Hauptzugang Wilhelmstraße 69;Mitte;23.01.2003;Acrylglastafel
302;Französisches Hospital anlässlich des Edikts von Potsdam 29.10.1686;;no person;Building;Hospital;French;;;10117;Claire-Waldoff-Straße;10;Im Durchgang zum Hof links;Mitte;29.10.1994;Bronzetafel, rund
95;"Friedhof Wilsnacker Straße; Kriegsgräber";;no person;Building;Cementary;War;;;10559;Wilsnacker Straße;;Gegenüber vom Amts-/Landsgericht Tiergarten, Rechts vom Friedhofseingang;Moabit;30.04.2005;Bronzetafel
227;Friedrich Wilhelm und Friedrich der Große zum Potsdamer Edikt von 1685;;mm;History;Politics;Prussian;;;10117;Gendarmenmarkt;7;Am Französischen Dom;Mitte;29.10.1935;Bronzetafel
351;Friedrichs-Hospital;;no person;Building;Hospital;;;;10179;Littenstraße;109;Im Treppenhaus 1. Etage;Mitte;1909;Bronze-Infotafel
426;Friedrichs-Werdersche Kirche;;no person;Building;Church;;;;10117;Werderscher Markt;;Links neben dem Eingang;Mitte;15.09.1987;Bronze-Infotafel
235;Gaststätte Zum Nussbaum;;no person;Building;Pub;;;;10178;Am Nussbaum;3;Am Nussbaum Ecke Probststraße, rechts am Haus 3 um die Ecke;Mitte;09.10.1987;Bronzetafel
271;Gebäude der Singakademie;;no person;Building;School;;;;10117;Am Festungsgraben;2;Im Foyer am Pfeiler zwischen den Ausgangstüren;Mitte;27.05.1991;Bronzetafel
81;"Gebrüder Weinberger; Lebensmittelgroßhandlung";;no person;Business;Trading;;;;10115;Bergstraße;68 bis 70;Ganz rechts an Nr. 70;Mitte;03.09.2003;Bronzetafel unter Glas
742;Geburtshaus;"Otto Nagel; Maler, Präsident der Akademie der Künste der DDR";m;Building;Residential;birth place;27.09.1894, Berlin;12.07.1967, Berlin;13347;Reinickendorfer Straße;67;Rechts vom Eingang, zwischen dem 1. und 2. Fenster;Wedding;1974;Bronzetafel
538;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Günter Litfin; Schneider";m;History;Civilian;GDR victim;19.01.1937, Berlin;24.08.1961, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Platzseite;Tiergarten;17.06.2003;Mauerkreuz
539;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Udo Düllick; Ingenieur";m;History;Civilian;GDR victim;08.03.1936, Werder;05.10.1961, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Spreeseite;Tiergarten;17.06.2003;Mauerkreuz
540;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Werner Probst; Kraftfahrer";m;History;Civilian;GDR victim;18.06.1936, Berlin;14.10.1961, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Spreeseite;Tiergarten;17.06.2003;Mauerkreuz
541;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Ingo Krüger; Koch";m;History;Civilian;GDR victim;31.01.1940, Berlin;11.12.1961, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Spreeseite;Tiergarten;17.06.2003;Mauerkreuz
542;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Philipp Held; Elektriker";m;History;Civilian;GDR victim;02.05.1942, Worms;April 1962, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Spreeseite;Tiergarten;17.06.2003;Mauerkreuz
543;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Axel Hannemann; Lehrling";m;History;Civilian;GDR victim;27.04.1945, Buchhain;05.06.1962, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Spreeseite;Tiergarten;17.06.2003;Mauerkreuz
544;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Lutz Haberlandt; Maurer";m;History;Civilian;GDR victim;29.04.1938, Berlin;27.05.1962, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Spreeseite;Tiergarten;17.06.2003;Mauerkreuz
545;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Hans Räwel; Bäcker";m;History;Civilian;GDR victim;11.12.1941, Stralsund;01.01.1963, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Platzseite;Tiergarten;17.06.2003;Mauerkreuz
546;Gedenkkreuz für Todesopfer an der Berliner Mauer;Wolf-Olaf Muszynski;m;History;Civilian;GDR victim;01.02.1947, Berlin;März 1963, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Spreeseite;Tiergarten;17.06.2003;Mauerkreuz
547;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Klaus Schröter; Elektroingenieur";m;History;Civilian;GDR victim;21.02.1940, Friedersdorf;04.11.1963, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Platzseite;Tiergarten;17.06.2003;Mauerkreuz
548;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Heinz Sokolowski; Fahrstuhlführer";m;History;Civilian;GDR victim;17.12.1917, Frankfurt/Oder;25.11.1065, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Platzseite;Tiergarten;17.06.2003;Mauerkreuz
549;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Marienetta Jirkowski; Textilfacharbeiterin";f;History;Civilian;GDR victim;25.08.1962, Bad Saarow;22.11.1980, Hennigsdorf;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Platzseite;Tiergarten;17.06.2003;Mauerkreuz
550;Gedenkkreuz für Todesopfer an der Berliner Mauer;"Chris Gueffroy; Kellner";m;History;Civilian;GDR victim;21.06.1968, Pasewalk;06.02.1989, Berlin;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Spreeseite;Tiergarten;17.06.2003;Mauerkreuz
691;Gedenkort Deportation von Juden vom Güterbahnhof Moabit;;several;History;Civilian;NS victim;;;10559;Quitzowstraße;18 bis 21;Auf dem Unterstreifen des Gehwegs zwischen Hellweg und Lidl;Moabit;19.01.2007;Metallstele
301;Gedenkplatte Kriegstote des Frühjahres 1945;;no person;History;Civilian;WW2 victims;;;10115;Chausseestraße;126;Dorotheenstädtischer Friedhof ganz hinten;Mitte;50er;Bronze-Bodentafel
641;Gedenkstein Blutmai 1929;;no person;History;Civilian;Weimar;;;13357;Walter-Röber-Brücke;;Wiesenstraße, an der Panke, gegenüber Einmündung Uferstraße;Gesundbrunnen;;Findling mit schwarzer Inschrift
703;Gedenkstein Den Notstandsarbeitern zum Dank;"Alfred Frenkel; Bildhauer";m;History;Civilian;worker's rights;;;10559;Fritz-Schloß-Park;;Gegenüber Einmündung der Turmstraße;Moabit;;Kalksteinquader
666;Gedenkstein für 20 AEG-Zwangsarbeiterinnen aus Lodz;Namen siehe Gedenkstein;several;History;Civilian;NS victim;;;13355;Grenzstraße;16;Im Vorgarten links der Einfahrt;Gesundbrunnen;04.09.2004;Granittafel, poliert, liegend
740;Gedenkstein für 295 Opfer der nationalsozialistischen Diktatur;;several;History;Civilian;NS victim;;;13347;Seestraße;92 bis 93;Urnenfriedhof, Gedenkstätte, liegende Platte;Wedding;;Betonsockel mit schwarzer Aufschrift
530;Gedenkstein für Todesopfer an der Berliner Mauer;Ida Siekmann, Hans-Dieter Wesa, Rudolf Urban, Olga Segler, Bernd Lünser, Fritz Mundt, Ottfried Reck, Unbekannt, Michael Schmidt, Dietmar Schulz;fmmfmmmmm;History;Civilian;GDR victim;;;10115;Bernauer Straße;39;Einmündung Swinemüder Straße;Mitte;Sep 82;Findling mit roter Inschrift
329;"Gedenktafeln mt 17  katholischen Opfern des NS; Opfer ungerechter Gewalt";;several;History;Civilian;NS victim;;;10117;Hinter der katholischen Kirche;2;Früher Opernplatz, In der Unterkirche Sankt-Hedwigs-Kathedrale links;Mitte;;4 Kupfertafeln
324;Gefallene der Befreiungskriege 1813-1814-1815;;soldiers;History;Military and Police;German campaign;;;10115;Große Hamburger Straße;29 bis 30;Im Kirchenraum links;Mitte;;Verglaste Holztafel mit goldener Inschrift
338;Gefallene der Befreiungskriege 1813-1815;;soldiers;History;Military and Police;German campaign;;;10179;Klosterstraße;66;Im Vorraum der Kirche rechts vom Eingang Klosterstraße;Mitte;;Steintafel
721;Gefallenendenkmal der französischen Soldaten 1945-1994;;soldierts;History;Military and Police;French;;;13405;Kurt-Schumacher-Damm;41;Rasenfläche rechts vom Haupteingang;Wedding;14.07.2005;Bronzetafel am Sandsteinsockel
333;Gefallener der Leipziger Völkerschlacht;"Johann Friedrich Schmidt; Unteroffizier";m;History;Military and Police;;13.02.1789;17.10.1813, Leipzig;10178;Karl-Liebknecht-Straße;8;Im Vorraum des Seiteneingangs;Mitte;;Steintafel
369;Gerichtslaube;;no person;Building;Administration;;;;10178;Poststraße;28;Rechts an der Wand im Vorgarten;Mitte;18.05.1987;Eisengusstafel
348;"Geschäftshaus F. J. Schröder; Berliner Juwelier";;no person;Building;Business;;;;10117;Leipziger Straße;26;Links vom Eingang;Mitte;1995;Steintafel mit weißer Inschrift
297;Geschichte der größten Berliner Lebensmittelfirma Weinberger;;no person;Business;Trading;;;;10119;Brunnenstraße;188 bis 190;Im Foyer, geradezu;Mitte;07.06.1995;Bronzetafel
701;Geschichte der heutigen Moltkebrücke;;no person;Building;Bridge;;;;10557;Moltkebrücke;;Auf beiden Seiten in der Mitte der Brücke;Moabit;1986;Bronzetafel
388;"Geschichte des Gebäudes; Sozialverwaltung der jüdischen Gemeinde";;no person;Building;Administration;Jewish;;;10178;Rosenstraße;;Am Eckpfeiler links zur Grünanlage;Mitte;09.09.1998;Acrylglastafel
559;Geschichtsmeile Berliner Mauer - Flucht Conrad Schumann;"Conrad Schumann; DDR-Grenzsoldat";m;History;Military and Police;GDR flight;28.03.1942;20.06.1998;10115;Bernauer Straße;74;Bernauer Straße Ecke Ruppiner Straße, am Gehwegrand;Mitte;;Acrylglas-Infostele
570;Geschichtsmeile Berliner Mauer - Fluchtversuch Peter Fechter;"Peter Fechter; Maurer";m;History;Civilian;GDR flight;14.01.1944, Berlin;17.08.1962, Berlin;10117;Zimmerstraße;;Zimmerstraße Ecke Charlottenstraße;Mitte;;Acrylglas-Infostele
564;Geschichtsmeile Berliner Mauer - Gedenkort Weiße Kreuze für Todesopfer;;no person;History;Civilian;GDR victim;;;10557;Spreeplatz vor dem Paul-Löbe-Haus;;An der Treppe zum Löbe Haus rechts;Tiergarten;;Acrylglas-Infostele
567;Geschichtsmeile Berliner Mauer - Geschichte des Potsdamer Platzes;;no person;Building;Public Place;;;;10785;Potsdamer Platz;1;Jeweils vor dem Bahnhofseingang am Straßenrand zur Potsdamer Straße;Tiergarten;;Acrylglas-Infostele
563;Geschichtsmeile Berliner Mauer - Geschichte des Reichstagsgebäudes;;no person;Building;Administration;;;;10557;Scheidemannstraße;;Vor dem Reichstag, Unterstreifen des Gehwegs;Tiergarten;;Acrylglas-Infostele
557;Geschichtsmeile Berliner Mauer - Grenzöffnung 1989 - Bornholmer Straße;;no person;History;Politics;Wall opening;;;13359;Bornholmer Straße;40;Mittelstreifen vor der Brücke, westliche Seite;Gesundbrunnen;;Acrylglas-Infostele
561;Geschichtsmeile Berliner Mauer - Grenzöffnung 1989 - Chausseestraße;;no person;History;Politics;Wall opening;;;10115;Chausseestraße;;Chausseestraße Ecke Liesenstraße, am Straßenrand, ehemaliger Grenzübergang;Mitte;;Acrylglas-Infostele
572;Geschichtsmeile Berliner Mauer - Grenzübergang Heinrich-Heine-Straße;;no person;History;Politics;Wall opening;;;10179;Heinrich-Heine-Straße;;Ehemaliger Grenzübergang / auf dem Mittelstreifen/ Ecke Sebastianstraße;Mitte;;Acrylglas-Infostele
566;Geschichtsmeile Berliner Mauer - Rede US-Präsident Ronald Reagan zum 13. August;;no person;History;Politics;Wall opening;;;10117;Platz des 18. März;;Früher Platz vor dem Brandenburger Tor, Tiergartenseite;Mitte;;Acrylglas-Infostele
553;Geschichtsmeile Berliner Mauer - Todesopfer an der Berliner Mauer;"Günter Litfin; Schneider";m;History;Civilian;GDR victim;19.01.1937, Berlin;24.08.1961, Berlin;10115;Invalidenstraße;;Westliche Seite der Sandkrugbrücke;Mitte;Jan 01;Acrylglas-Infostele
560;Geschichtsmeile Berliner Mauer - Tunnel 57 und Tod des Grenzsoldaten Egon Schultz;"Egon Schultz; DDR-Grenzsoldat";m;History;Military and Police;GDR flight;04.01.1943, Groß Jestin;05.10.1964, Berlin;10115;Bernauer Straße;94 bis 95;Bernauer Straße Ecke Strelitzer Straße, am Gehwegrand;Mitte;;Acrylglas-Infostele
571;"Geschichtsmeile Berliner Mauer - Tunnelflucht; Tod des Grenzsoldaten Reinold Huhn";"Reinold Huhn; DDR-Grenzsoldat";m;History;Military and Police;;08.03.1942, Braunsberg, Ostpreußen;18.06.1962, Berlin;10117;Zimmerstraße;;Zimmerstraße Ecke Jerusalemer Straße;Mitte;;Acrylglas-Infostele
568;Geschichtsmeile Berliner Mauer - Ulbrichts PK zum Mauerbau im Haus der Ministerien;;no person;History;Politics;Wall building;;;10117;Zimmerstraße;;Zimmerstraße Ecke Wilhelmstraße, auf dem Gehweg;Mitte;;Acrylglas-Infostele
494;Geschichtsmeile Wilhelmstraße - Voßstraße 1-19 (Neue Reichskanzlei);;no person;History;Politics;;;;10117;Voßstraße;1;Voßstraße Ecke Wilhelmstraße, am Gehwegrand;Mitte;22.04.1996;Acrylglas-Infostele
84;"Geschichtsmeile; Jägerstraße; Ort der Familie Mendelssohn";;no person;Business;Entrepreneur;Jewish;;;10117;Jägerstraße;52;Unterstreifen des Gehwegs;Mitte;12.09.2003;Infokasten
558;"Geschichtsmeile; Tunnel 29";;no person;History;Civilians;GDR flight aid;;;13355;Bernauer Straße;78;;Gesundbrunnen;;Informationstafel
687;Geschützschuppen der 6. Batterie des 1. Garde-Feld-Artillerie-Regiments;;no person;History;Military and Police;War;;;10559;Kruppstraße;16;Rechts von der Einfahrt am Zaun;Moabit;;Pappe beschichtet
644;Gesundbrunnen;;no person;Building;Memorial;;;;13359;Prinzenallee /;;Ecke Badstraße, an der Hauswand;Gesundbrunnen;;Porzellan-Infotafel
671;Glocken der Kaiser-Friedrich-Gedächtnis-Kirche;;no person;Building;Church;;;;10557;Händelallee;20;Im Vorraum links an der Wand;Hansaviertel;17.08.1955;Bronzetafel
728;"Goethe-Gedenkstein; Zitat";Goethe;m;Culture;Writing;;28.08.1749, Frankfurt am Main;22.03.1832, Weimar;13351;Senegalstraße;;Senegalstraße Ecke Ugandastraße, im Park;Wedding;;Muschelkalkstein mit Portrait
417;"Gouverneurshaus; Stadtgericht";;no person;Building;Administration;;;;10117;Unter den Linden;11;Links neben dem Eingang;Mitte;1995;Eisengusstafel
331;Grenzübergang Invalidenstraße;;no person;History;Politics;Wall opening;;;10115;Invalidenstraße;;Sandkrugbrücke, auf beiden westlichen Seiten der Brücke;Mitte;19.12.1994;Steininschrift
260;Gründer der Ersten jüdischen Schule in Berlin;"Moses Mendelssohn; Philosoph der Aufklärung, Wegbereiter der Haskala";m;Building;School;Jewish;06.09.1729, Dessau;04.01.1786, Berlin;10178;Oranienburger Straße;;Oranienburger Straße Ecke Große Hamburger Straße, Park, ehemaliger Jüdischer Friedhof;Mitte;;Grabstein
320;Gründer der Ersten jüdischen Schule in Berlin;"Moses Mendelssohn; Philosoph der Aufklärung, Wegbereiter der Haskala";m;Building;School;Jewish;06.09.1729, Dessau;04.01.1786, Berlin;10115;Große Hamburger Straße;27;Rechts vom Hauseingang;Mitte;18.03.1983;Metalltafel
371;Grundsteinlegung Neues Rathaus am 11.06.1861;;no person;Building;Administration;;;;10178;Rathausstraße;15;Eingang Jüdenstraße, im Innenhof unterhalb der 1. Etage;Mitte;11.06.1861;Bronzetafel
365;Gründung des Vereins Museum für Leibesübungen am 20.07.1925;;no person;Building;Museum;Sport;;;10178;Poststraße;16;Poststraße Ecke Mühlendamm, zwischen dem 2. und 3. Fenster links vom Eingang;Mitte;24.06.1994;Bronzetafel
254;Handwerkervereinshaus mit Sophiensälen;;no person;Building;Business;;;;10178;Sophienstraße;18;In der Tordurchfahrt, links an der Wand;Mitte;Jul 87;Bronzetafel
501;Haus Unger;"Ernst Unger; Arzt, Chirurg, Universitätsprofessor, Gründer des Blutspendedienstes, NS-Verfolgter";m;History;Doctor;NS persecuted;02.04.1875, Berlin;13.09.1938, Prenzlau;10785;Derfflingerstraße;21;Links vom Eingang, zwischen dem 1. und 2. Fenster;Tiergarten;Okt 90;Gusstafel
253;Hotel Eden;"Rosa Luxemburg, Karl Liebknecht; Politikerin, Rechtsanwalt und Politiker";mf;History;Communism;November Revolution;"05.03.1871, Zamosc, Polen; 13.08.1871, Leipzig";"15.01.1919, Berlin; 15.01.1919, Berlin";10787;Olof-Palme-Platz;;Bodentafel im Gehweg an der Normaluhr;Tiergarten;26.03.2010;Edelmetalltafel
670;"IBA 1957; Interbau 1957";;no person;Building;Residential;;;;10557;U - Bahnhof Hansaplatz;;Ausgang zur Bücherei, Hansabücherei;Hansaviertel;1957;Steintafel
772;"IBA 1988/89;  Lützowplatz";;no person;Building;Residential;;;;10785;Lützowplatz;11 bis 13;Zweiter Pfeiler links Einfahrt zum Hof;Tiergarten;;Info-Inschrift in der Wand
508;Inhaftierte Widerstandskämpfer im Zellengefängnis Moabit;;several;History;Civilians;NS resistance;;;10557;Lehrter Straße;3;Am Straßenrand, Eingang zum ehemaligen Zellengefängnis;Moabit;19.07.1990;Bronzetafel
574;Israelitische Synagogen-Gemeinde Adass Jisroel;;no person;Building;Synagogue;;;;10555;Siegmunds Hof;11;Rechts vom Wullenwebersteg;Hansaviertel;17.09.1998;Cortenstahl
733;Jerusalem Bücherei;;no person;Building;Library;Israeli;;;13347;Schulstraße;99 bis 100;2 kleine Tafeln, rechts vom Eingang;Wedding;1976;Bronzetafel
121;Jüdische Aktionäre des Zoo Berlin;;several;Business;Shareholder;Jewish;;;10787;Hardenbergplatz;8;Im Zoo, am Antilopenhaus;Tiergarten;28.06.2011;KPM - Berliner Gedenktafel
692;Jüdische Lehrer an der Fichte Realschule;;several;History;Civilian;Jewish;;;10559;Stephanstraße;2 bis 3;Theodor-Heuss-Gemeinschaftsschule;Moabit;;Bronze
354;"Jüdische Opfer nationalsozialistischer Verfolgung; Berliner Konfektionsfirmen";;several;History;Civilian;NS victim;;;10117;Markgrafenstraße;36;Im Hausflur rechts;Mitte;20.11.1997;Messingtafel, poliert
693;Jüdische Schüler der Heinrich-von-Kleist-Schule und Kirschner-Oberrealschule;;several;History;Civilian;Jewish;;;10555;Levetzowstraße;3;Treppenhaus zum 1. Stock;Moabit;10.11.1968;Bronzetafel
612;Jüdisches Altersheim;;no person;Building;Elderly Home;Jewish;;;13347;Iranische Straße;3;Links neben dem Eingang;Gesundbrunnen;2003;Bronzetafel
654;Jüdisches Krankenhaus;;no person;Building;Hospital;Jewish;;;13347;Heinz-Galinski-Straße;1 bis 5;Rechts neben der Einfahrt;Gesundbrunnen;1980;Bronzetafel
52;Kino Babylon;"Hans Poelzig; Architekt, Bühnenmaler und Hochschullehrer";m;Culture;Architecture;;30.04.1869, Berlin;14.06.1936, Berlin;10178;Rosa-Luxemburg-Straße;30;Links vom Eingang;Mitte;03.07.2000;KPM - Berliner Gedenktafel
62;Kirche St. Petri;;no person;Building;Church;;;;10178;Petriplatz;;Ecke Scharrenstraße;Mitte;07.04.2001;Infokasten
360;Kirchenlieder;"Paul Gerhardt und Johann Crüger; Pfarrer sowie Kantor";mm;Religion and Philosophy;Theologist;;"12.03.1607, Gräfenhainichen; 09.04.1598, Guben";"27.05.1676, Lübben; 23.02.1662, Berlin";10178;Nikolaikirchplatz;;Nikolaikirche, links vom Eingang;Mitte;01.10.1999;Eisengusstafel
367;"Knoblauch-Haus; Geschichte der Familie Knoblauch";;no person;Building;Business;Jewish;;;10178;Poststraße;23;Am Zaun rechts vom Eingang;Mitte;17.02.1989;Bronzetafel
503;Konfektionsfirmen Hausvogteiplatz;;no person;Building;Entrepreneur;;;;10117;U - Bahnhof Hausvogteiplatz;;Ausgang Hausvogteiplatz, unter den Treppenstufen 19 Schilder;Mitte;10.07.2000;Metallgusstafeln
89;"Königliche Eisengießerei; gegr. 1804";;no person;Building;Entrepreneur;royal;;;10115;Invalidenstraße;44;Links des Hauses am Zaun;Mitte;26.04.2004;Acrylglas-Infotafel
125;Krankenhaus Moabit sowie dessen vertriebene jüdische Ärzte;;several;History;Doctor;NS persecuted;;;10551;Turmstraße;21;Doppeltafel Haus M Eingang Birkenstraße;Moabit;30.05.1997;KPM - Berliner Gedenktafel (Doppeltafel)
390;"Kriegstote - Opfer von Luftangriffen; am Ende des Weltkriegs 1945";;several;History;Civilian;WW2 victims;;;10115;Scharnhorststraße;33;An der Mauer zum Kanal, Invalidenfriedhof;Mitte;14.11.1998;Marmortafel mit weißer Inschrift
486;Kriegstote 1945;;several;History;Civilian;WW2 victims;;;10115;Große Hamburger Straße;26;An der Friedhofsmauer gegenüber dem Eingang;Mitte;;Steintafel
616;"Kroll Oper; Geschichtszeugnis";;no person;Building;Opera;;;;10557;Große Querallee;;Fußweg rechts neben TIPI;Tiergarten;;Infokasten
575;Kurfürstliche Münze;;no person;Building;Administration;;;;10178;Poststraße;4 bis 5;Im Hof über der Ausfahrt;Mitte;;Eisengusstafel, Wappen mit zweiköpfigem Vogel 1697
688;KWU Großmaschinenhalle (AEG Turbinenhalle);;no person;Building;Industrial;;;;10553;Huttenstraße;;Huttenstraße Ecke Berlichingenstraße, Giebelseite unter Fenster zur Huttenstraße;Moabit;1978;Bronzetafel
602;Letzter Fluchttunnel an der Bernauer Straße;"Hasso Herschel;, Ute Pfeiffer";mf;History;Civilian;GDR flight aid;;;13355;Brunnenstraße;141 a;Links vom Eingang;Gesundbrunnen;06.11.2009;Acrylglastafel
127;"Liberale Gemeindesynagoge; zerstörte Gemeindesynagoge";;no person;Building;Synagogue;NS victim;;;10785;Lützowstraße;16;Links vom Eingang;Tiergarten;11.12.1989;KPM - Berliner Gedenktafel
97;"Luisenschule; 1. Städtische Höhere Mädchenschule Berlins (1838-1874-1940)";Julie Wolfthorn, Else Ury, Paula Dehmel, Hannah Karminski, Frieda Leider, Margarethe Klose;ffffff;Building;School;;;;10117;Ziegelstraße;11;Früher Oranienburger Straße 69, an der Hausfront;Mitte;25.05.2005;Bronzetafel
620;"Luisenstädtischer Kanal; Zum Gedenken an die Toten vom 16. Oktober 1848";;several;History;Civilian;March revolution;;;10179;Zwischen Engeldamm und Bethaniendamm;;;Mitte;2008;Acrylglastafel
619;Luisenstadtkirche;Carl Gottlieb Svarez, Friedrich Nicolai, Friedemann Bach;mmm;Building;Church;;"27.02.1746, Schweidnitz; 18.03.1733, Berlin; 22.11.1710, Weimar";"14.05.1798, Berlin; 08.01.1811, Berlin; 01.07.1784, Berlin";10179;Alte Jakobstraße 55;55;Im Kirchpark;Mitte;07.09.2002;Sandsteinstele
173;Magnus-Haus;"Heinrich Gustav Magnus; Physiker, Gründer des ersten physikalischen Instituts Deutschlands";m;Science and Research;Physics;;02.05.1802, Berlin;04.04.1870, Berlin;10117;Am Kupfergraben;7;Links am Magnus-Haus;Mitte;1930;Steintafel, Sprung
179;Magnus-Haus;"Max Reinhardt; Theaterregisseur, Intendant und Theatergründer";no person;Culture;Directing;;09.09.1873, Baden, Niederösterreich;31.10.1943, New York;10117;Am Kupfergraben;7;Links am Haus untere Tafel;Mitte;1994;Steintafel
556;Mahnmal für die Einheit Deutschlands;;several;History;Politics;German Unity;;;13357;Humboldthain;;Humboldthöhe, Tafel am Sockel;Gesundbrunnen;02.10.1991;Metalltafel
735;"Mahnmal für Kriegsopfer; ehemaliger Friedhof Plötzensee";;several;History;Civilians;WW2 victims;;;13351;Dohnagestell;;Stele mit 2 Eisenkreuzen, Feld N Reihe 1;Wedding;1957;Sandstein
597;Marion-Gräfin-Dönhoff-Platz;"Marion Gräfin Dönhoff; Publizistin, Mitherausgeberin der Wochenzeitung Die Zeit";f;Culture;Writing;;02.12.1909, Schloss Friedrichstein, Ostpreußen;11.03.2002, Schloss Crottorf, Rheinland-Pfalz;10117;Leipziger Straße;;Leipziger Straße Ecke Spittelkolonaden, am Rande des Gehwegs der Grünanlage;Mitte;;Infokasten
63;"Markthalle 3; Konzerthaus CLOU; Sammellager bei der Fabrikaktion 1943";;no person;History;Building;NS persecuted;;;10117;Zimmerstraße;90;Links von der Einfahrt;Mitte;12.04.2001;Eisengusstafel
513;Mathilde-Jacob-Platz;"Mathilde Jacob; Stenotypistin, Mitarbeiterin und Nachlassverwalterin von Rosa Luxemburg";f;History;Communism;NS victim;08.03.1873, Berlin;14.04.1943, Theresienstadt;10551;Mathilde-Jacob-Platz;1;Rathaus (früher Turmstraße 35), rechts neben dem Haupteingang;Moabit;27.01.1997;Emailletafel
