id;was;wer;geburtsdatum_und_geburtsort;sterbedatum_und_sterbeort;postleitzahl;strasse;hausnummer;standort;ortsteil;erstellt;art;foto_1;foto_2;foto_3;foto_4;tafeltext
560;Geschichtsmeile Berliner Mauer - Tunnel 57 und Tod des Grenzsoldaten Egon Schultz;"Egon Schultz; DDR-Grenzsoldat";04.01.1943, Groß Jestin;05.10.1964, Berlin;10115;Bernauer Straße;94 bis 95;Bernauer Straße Ecke Strelitzer Straße, am Gehwegrand;Mitte;;Acrylglas-Infostele;/ba-mitte/_assets/gedenktafeln/id-560_tunnel-57-u-schultz-egon.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-560_tunnel-57.pdf
571;"Geschichtsmeile Berliner Mauer - Tunnelflucht; Tod des Grenzsoldaten Reinold Huhn";"Reinold Huhn; DDR-Grenzsoldat";08.03.1942, Braunsberg, Ostpreußen;18.06.1962, Berlin;10117;Zimmerstraße;;Zimmerstraße Ecke Jerusalemer Straße;Mitte;;Acrylglas-Infostele;/ba-mitte/_assets/gedenktafeln/id-571_tunnelflucht_reinhold-huhn.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-571_huhn.pdf
568;Geschichtsmeile Berliner Mauer - Ulbrichts PK zum Mauerbau im Haus der Ministerien;;;;10117;Zimmerstraße;;Zimmerstraße Ecke Wilhelmstraße, auf dem Gehweg;Mitte;;Acrylglas-Infostele;/ba-mitte/_assets/gedenktafeln/id-568_ulbrichts-pk.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-568_pk-ulbricht.pdf
494;Geschichtsmeile Wilhelmstraße - Voßstraße 1-19 (Neue Reichskanzlei);;;;10117;Voßstraße;1;Voßstraße Ecke Wilhelmstraße, am Gehwegrand;Mitte;22.04.1996;Acrylglas-Infostele;/ba-mitte/_assets/gedenktafeln/id-494_vossstr1-19_geschichtsmeile.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-494_vossstrasse-1-19.pdf
84;"Geschichtsmeile; Jägerstraße; Ort der Familie Mendelssohn";;;;10117;Jägerstraße;52;Unterstreifen des Gehwegs;Mitte;12.09.2003;Infokasten;/ba-mitte/_assets/gedenktafeln/id-84_jaegerstr-ort-familie-mendelssohn.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-84_jaegerstr-ort-familie-mendelssohn.pdf
558;"Geschichtsmeile; Tunnel 29";;;;13355;Bernauer Straße;78;;Gesundbrunnen;;Informationstafel;;;;;
687;Geschützschuppen der 6. Batterie des 1. Garde-Feld-Artillerie-Regiments;;;;10559;Kruppstraße;16;Rechts von der Einfahrt am Zaun;Moabit;;Pappe beschichtet;/ba-mitte/_assets/gedenktafeln/id-687_geschuetzschuppen.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-687_geschuetzschuppen.pdf
644;Gesundbrunnen;;;;13359;Prinzenallee /;;Ecke Badstraße, an der Hauswand;Gesundbrunnen;;Porzellan-Infotafel;/ba-mitte/_assets/gedenktafeln/id-644_der-gesundbrunnen.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-644_gesundbrunnen.pdf
671;Glocken der Kaiser-Friedrich-Gedächtnis-Kirche;;;;10557;Händelallee;20;Im Vorraum links an der Wand;Hansaviertel;17.08.1955;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-671_glocken-der-k-f-gedaechtniskirche.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-671_glockentexte.pdf
728;"Goethe-Gedenkstein; Zitat";;28.08.1749, Frankfurt am Main;22.03.1832, Weimar;13351;Senegalstraße;;Senegalstraße Ecke Ugandastraße, im Park;Wedding;;Muschelkalkstein mit Portrait;/ba-mitte/_assets/gedenktafeln/id-728_goethe-zitat.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-728_goethe-zitat.pdf
417;"Gouverneurshaus; Stadtgericht";;;;10117;Unter den Linden;11;Links neben dem Eingang;Mitte;1995;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-417_gouverneurshaus.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-417_gouverneurshaus.pdf
331;Grenzübergang Invalidenstraße;;;;10115;Invalidenstraße;;Sandkrugbrücke, auf beiden westlichen Seiten der Brücke;Mitte;19.12.1994;Steininschrift;/ba-mitte/_assets/gedenktafeln/id-331_grenzuebergang-invalidenstr_1.jpg;/ba-mitte/_assets/gedenktafeln/id-331_grenzuebergang-invalidenstr_2.jpg;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-331_invalidenstrasse.pdf
260;Gründer der Ersten jüdischen Schule in Berlin;"Moses Mendelssohn; Philosoph der Aufklärung; Wegbereiter der Haskala";06.09.1729, Dessau;04.01.1786, Berlin;10178;Oranienburger Straße;;Oranienburger Straße Ecke Große Hamburger Straße, Park, ehemaliger Jüdischer Friedhof;Mitte;;Grabstein;/ba-mitte/_assets/gedenktafeln/id-260_moses-mendelssohn_1.jpg;/ba-mitte/_assets/gedenktafeln/id-260_moses-mendelssohn_2.jpg;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-260_mendelssohn.pdf
320;Gründer der Ersten jüdischen Schule in Berlin;"Moses Mendelssohn; Philosoph der Aufklärung; Wegbereiter der Haskala";06.09.1729, Dessau;04.01.1786, Berlin;10115;Große Hamburger Straße;27;Rechts vom Hauseingang;Mitte;18.03.1983;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-320_mendelssohn-moses.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-320_mendelssohn.pdf
371;Grundsteinlegung Neues Rathaus am 11.06.1861;;;;10178;Rathausstraße;15;Eingang Jüdenstraße, im Innenhof unterhalb der 1. Etage;Mitte;11.06.1861;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-371_grundsteinlegung-neues-rathaus.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-371_grundstein-neues-rathaus.pdf
365;Gründung des Vereins Museum für Leibesübungen am 20.07.1925;;;;10178;Poststraße;16;Poststraße Ecke Mühlendamm, zwischen dem 2. und 3. Fenster links vom Eingang;Mitte;24.06.1994;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-365_museum-fuer-leibesuebungen.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-365_sportmuseum.pdf
254;Handwerkervereinshaus mit Sophiensälen;;;;10178;Sophienstraße;18;In der Tordurchfahrt, links an der Wand;Mitte;Jul 87;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-254_handwerkervereinshaus.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-254_handwerkervereinshaus.pdf
501;Haus Unger;"Ernst Unger; Arzt; Chirurg; Universitätsprofessor; Gründer des Blutspendedienstes; NS-Verfolgter";02.04.1875, Berlin;13.09.1938, Prenzlau;10785;Derfflingerstraße;21;Links vom Eingang, zwischen dem 1. und 2. Fenster;Tiergarten;Okt 90;Gusstafel;/ba-mitte/_assets/gedenktafeln/id-501_haus-unger.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-501_haus-unger.pdf
253;Hotel Eden;"Rosa Luxemburg, Politikerin; Karl Liebknecht, Rechtsanwalt und Politiker";"05.03.1871, Zamosc, Polen; 13.08.1871, Leipzig";"15.01.1919, Berlin; 15.01.1919, Berlin";10787;Olof-Palme-Platz;;Bodentafel im Gehweg an der Normaluhr;Tiergarten;26.03.2010;Edelmetalltafel;/ba-mitte/_assets/gedenktafeln/id-253_rosa-luxemburg.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-253_hotel-eden.pdf
670;"IBA 1957; Interbau 1957";;;;10557;U - Bahnhof Hansaplatz;;Ausgang zur Bücherei, Hansabücherei;Hansaviertel;1957;Steintafel;/ba-mitte/_assets/gedenktafeln/id-670_iba-1957.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-670_iba-1957.pdf
772;"IBA 1988/89;  Lützowplatz";;;;10785;Lützowplatz;11 bis 13;Zweiter Pfeiler links Einfahrt zum Hof;Tiergarten;;Info-Inschrift in der Wand;/ba-mitte/_assets/gedenktafeln/id-772_iba-1988-1989.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-772_iba-1988-1989.pdf
508;Inhaftierte Widerstandskämpfer im Zellengefängnis Moabit;;;;10557;Lehrter Straße;3;Am Straßenrand, Eingang zum ehemaligen Zellengefängnis;Moabit;19.07.1990;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-508_zellengefaengnis-moabit.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-508_zellengefaengnis.pdf
574;Israelitische Synagogen-Gemeinde Adass Jisroel;;;;10555;Siegmunds Hof;11;Rechts vom Wullenwebersteg;Hansaviertel;17.09.1998;Cortenstahl;/ba-mitte/_assets/gedenktafeln/id-574_gemeinde-adass-jisroel.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-574_adass-jisroel.pdf
733;Jerusalem Bücherei;;;;13347;Schulstraße;99 bis 100;2 kleine Tafeln, rechts vom Eingang;Wedding;1976;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-733_jerusalem-bibliothek.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-733_jerusalem-bibliothek.pdf
121;Jüdische Aktionäre des Zoo Berlin;;;;10787;Hardenbergplatz;8;Im Zoo, am Antilopenhaus;Tiergarten;28.06.2011;KPM - Berliner Gedenktafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-121_juedische-zooaktionaere.pdf
692;Jüdische Lehrer an der Fichte Realschule;;;;10559;Stephanstraße;2 bis 3;Theodor-Heuss-Gemeinschaftsschule;Moabit;;Bronze;;;;;
354;"Jüdische Opfer nationalsozialistischer Verfolgung; Berliner Konfektionsfirmen";;;;10117;Markgrafenstraße;36;Im Hausflur rechts;Mitte;20.11.1997;Messingtafel, poliert;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-354_juedische-opfer-der-konfektionsfirmen.pdf
693;Jüdische Schüler der Heinrich-von-Kleist-Schule und Kirschner-Oberrealschule;;;;10555;Levetzowstraße;3;Treppenhaus zum 1. Stock;Moabit;10.11.1968;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-693_vertriebene-schueler.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-693_vertriebene-schueler.pdf
612;Jüdisches Altersheim;;;;13347;Iranische Straße;3;Links neben dem Eingang;Gesundbrunnen;2003;Bronzetafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-612_juedisches-altersheim.pdf
654;Jüdisches Krankenhaus;;;;13347;Heinz-Galinski-Straße;1 bis 5;Rechts neben der Einfahrt;Gesundbrunnen;1980;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-654_juedisches-krankenhaus.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-654_juedisches-krankenhaus.pdf
52;Kino Babylon;"Hans Poelzig; Architekt, Bühnenmaler und Hochschullehrer";30.04.1869, Berlin;14.06.1936, Berlin;10178;Rosa-Luxemburg-Straße;30;Links vom Eingang;Mitte;03.07.2000;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-52_hans-poelzig.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-52_poelzig.pdf
62;Kirche St. Petri;;;;10178;Petriplatz;;Ecke Scharrenstraße;Mitte;07.04.2001;Infokasten;/ba-mitte/_assets/gedenktafeln/id-62_st-petri-kirche.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-62_st-petri-kirche.pdf
360;Kirchenlieder;"Paul Gerhardt und Johann Crüger; Pfarrer sowie Kantor";"12.03.1607, Gräfenhainichen; 09.04.1598, Guben";"27.05.1676, Lübben; 23.02.1662, Berlin";10178;Nikolaikirchplatz;;Nikolaikirche, links vom Eingang;Mitte;01.10.1999;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-360_gerhardt-paul_crueger-johann.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-360_gerhardt-crueger.pdf
367;"Knoblauch-Haus; Geschichte der Familie Knoblauch";;;;10178;Poststraße;23;Am Zaun rechts vom Eingang;Mitte;17.02.1989;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-367_knoblauchhaus.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-367_knoblauchhaus.pdf
503;Konfektionsfirmen Hausvogteiplatz;;;;10117;U - Bahnhof Hausvogteiplatz;;Ausgang Hausvogteiplatz, unter den Treppenstufen 19 Schilder;Mitte;10.07.2000;Metallgusstafeln;;;;;
89;"Königliche Eisengießerei; gegr. 1804";;;;10115;Invalidenstraße;44;Links des Hauses am Zaun;Mitte;26.04.2004;Acrylglas-Infotafel;/ba-mitte/_assets/gedenktafeln/id-89_koenigliche-eisengiesserei.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-89_koenigliche-eisengiesserei.pdf
125;Krankenhaus Moabit sowie dessen vertriebene jüdische Ärzte;;;;10551;Turmstraße;21;Doppeltafel Haus M Eingang Birkenstraße;Moabit;30.05.1997;KPM - Berliner Gedenktafel (Doppeltafel);/ba-mitte/_assets/gedenktafeln/id-125_krankenhaus-moabit_1.jpg;/ba-mitte/_assets/gedenktafeln/id-125_krankenhaus-moabit_2.jpg;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-125_krankenhaus-moabit.pdf
390;"Kriegstote - Opfer von Luftangriffen; am Ende des Weltkriegs 1945";;;;10115;Scharnhorststraße;33;An der Mauer zum Kanal, Invalidenfriedhof;Mitte;14.11.1998;Marmortafel mit weißer Inschrift;/ba-mitte/_assets/gedenktafeln/id-390_opfer-der-luftangriffe_1940-1945.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-390_opfer-der-lufangriffe.pdf
486;Kriegstote 1945;;;;10115;Große Hamburger Straße;26;An der Friedhofsmauer gegenüber dem Eingang;Mitte;;Steintafel;/ba-mitte/_assets/gedenktafeln/id-486_jued-friedh.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-486_opfer-1945.pdf
616;"Kroll Oper; Geschichtszeugnis";;;;10557;Große Querallee;;Fußweg rechts neben TIPI;Tiergarten;;Infokasten;/ba-mitte/_assets/gedenktafeln/id-616_kroll-oper_1.jpg;/ba-mitte/_assets/gedenktafeln/id-616_kroll-oper_2.jpg;;;
575;Kurfürstliche Münze;;;;10178;Poststraße;4 bis 5;Im Hof über der Ausfahrt;Mitte;;Eisengusstafel, Wappen mit zweiköpfigem Vogel 1697;/ba-mitte/_assets/gedenktafeln/id-575_kurfuerstliche-muenze.jpg;;;;
688;KWU Großmaschinenhalle (AEG Turbinenhalle);;;;10553;Huttenstraße;;Huttenstraße Ecke Berlichingenstraße, Giebelseite unter Fenster zur Huttenstraße;Moabit;1978;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-688_kwu-grossmaschinenhalle.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-688_kraftwerk-union.pdf
602;Letzter Fluchttunnel an der Bernauer Straße;"Hasso Herschel; Ute Pfeiffer";;;13355;Brunnenstraße;141 a;Links vom Eingang;Gesundbrunnen;06.11.2009;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-602_letzter-fluchttunnel.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-602_letzter-fluchttunnel.pdf
127;"Liberale Gemeindesynagoge; zerstörte Gemeindesynagoge";;;;10785;Lützowstraße;16;Links vom Eingang;Tiergarten;11.12.1989;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-127_liberale-gemeindesynagoge.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-127_liberale-gemeindesynagoge.pdf
97;"Luisenschule; 1. Städtische Höhere Mädchenschule Berlins (1838-1874-1940)";"Julie Wolfthorn; Else Ury; Paula Dehmel; Hannah Karminski; Frieda Leider; Margarethe Klose";;;10117;Ziegelstraße;11;Früher Oranienburger Straße 69, an der Hausfront;Mitte;25.05.2005;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-97_luisenschule.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-97_luisenschule.pdf
620;"Luisenstädtischer Kanal; Zum Gedenken an die Toten vom 16. Oktober 1848";;;;10179;Zwischen Engeldamm und Bethaniendamm;;;Mitte;2008;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-620_gedenken-16-okt-1848.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-620_gedenken-16-10-1848.pdf
619;Luisenstadtkirche;"Carl Gottlieb Svarez; Friedrich Nicolai; Friedemann Bach";"27.02.1746, Schweidnitz; 18.03.1733, Berlin; 22.11.1710, Weimar";"14.05.1798, Berlin; 08.01.1811, Berlin; 01.07.1784, Berlin";10179;Alte Jakobstraße 55;55;Im Kirchpark;Mitte;07.09.2002;Sandsteinstele;/ba-mitte/_assets/gedenktafeln/id-619_luisenstadtkirche_1.jpg;/ba-mitte/_assets/gedenktafeln/id-619_svarez-carl-gottlieb_2.jpg;/ba-mitte/_assets/gedenktafeln/id-619_nicolai-friedrich_3.jpg;/ba-mitte/_assets/gedenktafeln/id-619_bach-friedemann_4.jpg;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-619_luisenstadtkirche.pdf
173;Magnus-Haus;"Heinrich Gustav Magnus; Physiker; Gründer des ersten physikalischen Instituts Deutschlands";02.05.1802, Berlin;04.04.1870, Berlin;10117;Am Kupfergraben;7;Links am Magnus-Haus;Mitte;1930;Steintafel, Sprung;/ba-mitte/_assets/gedenktafeln/id-173_magnus-heinrich-gustav.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-173_gustav-magnus.pdf
179;Magnus-Haus;"Max Reinhardt; Theaterregisseur, Intendant und Theatergründer";09.09.1873, Baden, Niederösterreich;31.10.1943, New York;10117;Am Kupfergraben;7;Links am Haus untere Tafel;Mitte;1994;Steintafel;/ba-mitte/_assets/gedenktafeln/id-179_reinhardt-max.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-179_reinhardt-max.pdf
556;Mahnmal für die Einheit Deutschlands;;;;13357;Humboldthain;;Humboldthöhe, Tafel am Sockel;Gesundbrunnen;02.10.1991;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-556_mahnmal-fuer-die-einheit.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-556_mahnmal-fuer-die-einheit.pdf
735;"Mahnmal für Kriegsopfer; ehemaliger Friedhof Plötzensee";;;;13351;Dohnagestell;;Stele mit 2 Eisenkreuzen, Feld N Reihe 1;Wedding;1957;Sandstein;/ba-mitte/_assets/gedenktafeln/id-735_kriegsopfer-mahnmal_1.jpg;/ba-mitte/_assets/gedenktafeln/id-735_kriegsopfer-mahnmal_2.jpg;/ba-mitte/_assets/gedenktafeln/id-735_kriegsopfer-mahnmal_3.jpg;/ba-mitte/_assets/gedenktafeln/id-735_kriegsopfer-mahnmal_4.jpg;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-735_kriegsopfer-mahnmal.pdf
597;Marion-Gräfin-Dönhoff-Platz;"Marion Gräfin Dönhoff; Publizistin; Mitherausgeberin der Wochenzeitung ""Die Zeit""";02.12.1909, Schloss Friedrichstein, Ostpreußen;11.03.2002, Schloss Crottorf, Rheinland-Pfalz;10117;Leipziger Straße;;Leipziger Straße Ecke Spittelkolonaden, am Rande des Gehwegs der Grünanlage;Mitte;;Infokasten;/ba-mitte/_assets/gedenktafeln/id-597_marion-graefin-doenhoff.jpg;;;;
63;"Markthalle 3; Konzerthaus CLOU; Sammellager bei der Fabrikaktion 1943";;;;10117;Zimmerstraße;90;Links von der Einfahrt;Mitte;12.04.2001;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-63_konzerthaus-clou.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-63_deportationspunkt.pdf
513;Mathilde-Jacob-Platz;"Mathilde Jacob; Stenotypistin, Mitarbeiterin und Nachlassverwalterin von Rosa Luxemburg";08.03.1873, Berlin;14.04.1943, Theresienstadt;10551;Mathilde-Jacob-Platz;1;Rathaus (früher Turmstraße 35), rechts neben dem Haupteingang;Moabit;27.01.1997;Emailletafel;/ba-mitte/_assets/gedenktafeln/id-513_mathilde-jacob.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-513_mathilde-jacob.pdf
285;Mitglieder der von Walter Felsenstein 1947 gegründeten Komischen Oper;"Walter Felsenstein; Regisseur; Gründer und Intendant der Komischen Oper";30.05.1901, Wien;08.10.1975, Berlin;10117;Behrenstraße;55 bis 57;Treppe rechts zwischen 1. und 2. Rang;Mitte;30.08.1966;Messingtafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-285_komische-oper.pdf
624;Monbijoupark;;;;10117;Monbijoupark;;Parkseite Oranienburger Straße;Mitte;;Infokasten;/ba-mitte/_assets/gedenktafeln/id-624_der-monbijoupark.jpg;;;;
702;Münzfries;;;;10559;Rathenower Straße;;Rathenower Straße Ecke Alt-Moabit, oben an der Hausecke zu Alt-Moabit;Moabit;;Steinfries;/ba-mitte/_assets/gedenktafeln/id-702_muenzfries.jpg;;;;
606;"Mythos ""Führerbunker""";;;;10117;Gertrud-Kolmar-Straße;;Gegenüber Einmündung In den Ministergärten;Mitte;;Infokasten;/ba-mitte/_assets/gedenktafeln/id-606_mythos-fuehrerbunker.jpg;;;;
738;Namensgalerie der TFH Berlin;(www.christian-peter-beuth-gesellschaft.de);;;13353;Limburger Straße;27;Rechts im Hof an der Wand;Wedding;;Messingtafel mit schwarzer Inschrift;/ba-mitte/_assets/gedenktafeln/id-738_namensgalerie-der-tfh.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-738_tfh-beuth.pdf
200;Neue Synagoge;;;;10178;Oranienburger Straße;30;Links vom Haupteingang;Mitte;1988/2009;Granittafel mit vergoldeter Inschrift;/ba-mitte/_assets/gedenktafeln/id-200_neue-synagoge.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-200_neue-synagoge.pdf
201;Neue Synagoge;;;;10178;Oranienburger Straße;30;Rechts vom Haupteingang;Mitte;1956/09.1966 ?;Granittafel mit vergoldeter Inschrift;/ba-mitte/_assets/gedenktafeln/id-201_neue-synagoge.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-201_neue-synagoge.pdf
119;Neues Stadthaus;"Ludwig Hoffmann; Architekt und Stadtbaurat";30.07.1852, Darmstadt;11.11.1932, Berlin;10179;Klosterstraße;47;Links vom Eingang, zwischen dem 2. und 3. Fenster;Mitte;26.07.2002;KPM - Berliner Gedenktafel (Doppeltafel);/ba-mitte/_assets/gedenktafeln/id-119_hoffmann-ludwig.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-119_ludwig-hoffmann.pdf
290;Nicolaihaus;;;;10178;Brüderstraße;13;Links neben dem Eingang;Mitte;18.03.1983;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-290_nicolaihaus.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-290_nicolaihaus.pdf
609;Nicolaiviertel;;;;10178;Rathausstraße;;Rathausstraße Ecke Spandauer Straße, am Gehwegrand;Mitte;;Metall-Infotafel;/ba-mitte/_assets/gedenktafeln/id-609_nicolaiviertel.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-609_nicolaiviertel.pdf
228;"Nikolaikirche; Ältestes Bauwerk Berlins";;;;10178;Nikolaikirchplatz;;An der Nikolaikirche, rechts neben dem Eingang;Mitte;14.05.1987;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-228_nikolaikirche-erste-stadtverordnetenversammlung.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-228_nikolaikirche-bausgeschichte.pdf
395;Novemberrevolution;"Karl Marx; Journalist; Philosoph; Ökonom und Gesellschaftstheoretiker";05.05.1818, Trier;14.03.1883, London;10178;Schloßplatz;7;Ganz links am Haus in der Hauswand;Mitte;08.11.1988;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-395_karl-marx.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-395_marxzitat.pdf
355;"Novemberrevolution 1919; Hauptquartier der Volksmarinedivision";;;;10179;Märkisches Ufer;48;Links neben dem Eingang;Mitte;11.11.1980;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-355_novemberrevolution-1919.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-355_volksmarinedivision.pdf
380;Oberbürgermeister von Berlin bis 1899;;;;10178;Rathausstraße;15;In der Toreinfahrt Jüdenstraße rechts;Mitte;Jan 08;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-380_oberbuergermeister-von-berlin.jpg;;;;
289;Oberwagenführer seiner Majestät des Königs 1904-1916;Otto Schröder;;;10178;Breite Straße;30 bis 31;Im Hof rechte Wand;Mitte;1916/1917;Marmortafel mit vergoldeter Inschrift;/ba-mitte/_assets/gedenktafeln/id-289_oberwagenfuehrer-schroeder.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-289_otto-schroeder.pdf
248;Opfer des Nationalsozialismus;;;;10551;Mathilde-Jacob-Platz;1;Im Eingangsbereich des Rathaus Tiergarten;Moabit;;"Wandfries; Text auf der Wand";/ba-mitte/_assets/gedenktafeln/id-248_opfer-des-nationalsozialismus.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-248_opfer-des-nationalsozialismus.pdf
